date,open,high,low,close,adj close,volume,month
2018-12-28,"2,498.77","2,520.27","2,472.89","2,485.74","2,485.74","3,702,620,000",December
2018-12-27,"2,442.50","2,489.10","2,397.94","2,488.83","2,488.83","4,096,610,000",December
2018-12-26,"2,363.12","2,467.76","2,346.58","2,467.70","2,467.70","4,233,990,000",December
2018-12-24,"2,400.56","2,410.34","2,351.10","2,351.10","2,351.10","2,613,930,000",December
2018-12-21,"2,465.38","2,504.41","2,408.55","2,416.62","2,416.62","7,609,010,000",December
2018-12-20,"2,496.77","2,509.63","2,441.18","2,467.42","2,467.42","5,585,780,000",December
2018-12-19,"2,547.05","2,585.29","2,488.96","2,506.96","2,506.96","5,127,940,000",December
2018-12-18,"2,559.90","2,573.99","2,528.71","2,546.16","2,546.16","4,470,880,000",December
2018-12-17,"2,590.75","2,601.13","2,530.54","2,545.94","2,545.94","4,616,350,000",December
2018-12-14,"2,629.68","2,635.07","2,593.84","2,599.95","2,599.95","4,035,020,000",December
2018-12-13,"2,658.70","2,670.19","2,637.27","2,650.54","2,650.54","3,927,720,000",December
2018-12-12,"2,658.23","2,685.44","2,650.26","2,651.07","2,651.07","3,958,890,000",December
2018-12-11,"2,664.44","2,674.35","2,621.30","2,636.78","2,636.78","3,905,870,000",December
2018-12-10,"2,630.86","2,647.51","2,583.23","2,637.72","2,637.72","4,151,030,000",December
2018-12-07,"2,691.26","2,708.54","2,623.14","2,633.08","2,633.08","4,216,690,000",December
2018-12-06,"2,663.51","2,696.15","2,621.53","2,695.95","2,695.95","5,141,470,000",December
2018-12-04,"2,782.43","2,785.93","2,697.18","2,700.06","2,700.06","4,499,840,000",December
2018-12-03,"2,790.50","2,800.18","2,773.38","2,790.37","2,790.37","4,186,060,000",December
2018-11-30,"2,737.76","2,760.88","2,732.76","2,760.17","2,760.17","4,658,580,000",November
2018-11-29,"2,736.97","2,753.75","2,722.94","2,737.80","2,737.80","3,560,770,000",November
2018-11-28,"2,691.45","2,744.00","2,684.38","2,743.79","2,743.79","3,951,670,000",November
2018-11-27,"2,663.75","2,682.53","2,655.89","2,682.17","2,682.17","3,485,220,000",November
2018-11-26,"2,649.97","2,674.35","2,649.97","2,673.45","2,673.45","3,443,950,000",November
2018-11-23,"2,633.36","2,647.55","2,631.09","2,632.56","2,632.56","1,651,650,000",November
2018-11-21,"2,657.74","2,670.73","2,649.82","2,649.93","2,649.93","3,233,550,000",November
2018-11-20,"2,654.60","2,669.44","2,631.52","2,641.89","2,641.89","4,357,900,000",November
2018-11-19,"2,730.74","2,733.16","2,681.09","2,690.73","2,690.73","3,772,900,000",November
2018-11-16,"2,718.54","2,746.75","2,712.16","2,736.27","2,736.27","3,975,180,000",November
2018-11-15,"2,693.52","2,735.38","2,670.75","2,730.20","2,730.20","4,179,140,000",November
2018-11-14,"2,737.90","2,746.80","2,685.75","2,701.58","2,701.58","4,402,370,000",November
2018-11-13,"2,730.05","2,754.60","2,714.98","2,722.18","2,722.18","4,091,440,000",November
2018-11-12,"2,773.93","2,775.99","2,722.00","2,726.22","2,726.22","3,670,930,000",November
2018-11-09,"2,794.10","2,794.10","2,764.24","2,781.01","2,781.01","4,019,090,000",November
2018-11-08,"2,806.38","2,814.75","2,794.99","2,806.83","2,806.83","3,630,490,000",November
2018-11-07,"2,774.13","2,815.15","2,774.13","2,813.89","2,813.89","3,914,750,000",November
2018-11-06,"2,738.40","2,756.82","2,737.08","2,755.45","2,755.45","3,510,860,000",November
2018-11-05,"2,726.37","2,744.27","2,717.94","2,738.31","2,738.31","3,623,320,000",November
2018-11-02,"2,745.45","2,756.55","2,700.44","2,723.06","2,723.06","4,237,930,000",November
2018-11-01,"2,717.58","2,741.67","2,708.85","2,740.37","2,740.37","4,708,420,000",November
2018-10-31,"2,705.60","2,736.69","2,705.60","2,711.74","2,711.74","5,112,420,000",October
2018-10-30,"2,640.68","2,685.43","2,635.34","2,682.63","2,682.63","5,106,380,000",October
2018-10-29,"2,682.65","2,706.85","2,603.54","2,641.25","2,641.25","4,673,700,000",October
2018-10-26,"2,667.86","2,692.38","2,628.16","2,658.69","2,658.69","4,803,150,000",October
2018-10-25,"2,674.88","2,722.70","2,667.84","2,705.57","2,705.57","4,634,770,000",October
2018-10-24,"2,737.87","2,742.59","2,651.89","2,656.10","2,656.10","4,709,310,000",October
2018-10-23,"2,721.03","2,753.59","2,691.43","2,740.69","2,740.69","4,348,580,000",October
2018-10-22,"2,773.94","2,778.94","2,749.22","2,755.88","2,755.88","3,307,140,000",October
2018-10-19,"2,775.66","2,797.77","2,760.27","2,767.78","2,767.78","3,566,490,000",October
2018-10-18,"2,802.00","2,806.04","2,755.18","2,768.78","2,768.78","3,616,440,000",October
2018-10-17,"2,811.67","2,816.94","2,781.81","2,809.21","2,809.21","3,321,710,000",October
2018-10-16,"2,767.05","2,813.46","2,766.91","2,809.92","2,809.92","3,428,340,000",October
2018-10-15,"2,763.83","2,775.99","2,749.03","2,750.79","2,750.79","3,300,140,000",October
2018-10-12,"2,770.54","2,775.77","2,729.44","2,767.13","2,767.13","3,966,040,000",October
2018-10-11,"2,776.87","2,795.14","2,710.51","2,728.37","2,728.37","4,890,630,000",October
2018-10-10,"2,873.90","2,874.02","2,784.86","2,785.68","2,785.68","4,501,250,000",October
2018-10-09,"2,882.51","2,894.83","2,874.27","2,880.34","2,880.34","3,520,500,000",October
2018-10-08,"2,877.53","2,889.45","2,862.08","2,884.43","2,884.43","3,330,320,000",October
2018-10-05,"2,902.54","2,909.64","2,869.29","2,885.57","2,885.57","3,328,980,000",October
2018-10-04,"2,919.35","2,919.78","2,883.92","2,901.61","2,901.61","3,496,860,000",October
2018-10-03,"2,931.69","2,939.86","2,921.36","2,925.51","2,925.51","3,598,710,000",October
2018-10-02,"2,923.80","2,931.42","2,919.37","2,923.43","2,923.43","3,401,880,000",October
2018-10-01,"2,926.29","2,937.06","2,917.91","2,924.59","2,924.59","3,364,190,000",October
2018-09-28,"2,910.03","2,920.53","2,907.50","2,913.98","2,913.98","3,432,300,000",September
2018-09-27,"2,911.65","2,927.22","2,909.27","2,914.00","2,914.00","3,060,850,000",September
2018-09-26,"2,916.98","2,931.15","2,903.28","2,905.97","2,905.97","3,388,620,000",September
2018-09-25,"2,921.75","2,923.95","2,913.70","2,915.56","2,915.56","3,285,480,000",September
2018-09-24,"2,921.83","2,923.79","2,912.63","2,919.37","2,919.37","3,372,210,000",September
2018-09-21,"2,936.76","2,940.91","2,927.11","2,929.67","2,929.67","5,607,610,000",September
2018-09-20,"2,919.73","2,934.80","2,919.73","2,930.75","2,930.75","3,337,730,000",September
2018-09-19,"2,906.60","2,912.36","2,903.82","2,907.95","2,907.95","3,280,020,000",September
2018-09-18,"2,890.74","2,911.17","2,890.43","2,904.31","2,904.31","3,074,610,000",September
2018-09-17,"2,903.83","2,904.65","2,886.16","2,888.80","2,888.80","2,947,760,000",September
2018-09-14,"2,906.38","2,908.30","2,895.77","2,904.98","2,904.98","3,149,800,000",September
2018-09-13,"2,896.85","2,906.76","2,896.39","2,904.18","2,904.18","3,254,930,000",September
2018-09-12,"2,888.29","2,894.65","2,879.20","2,888.92","2,888.92","3,264,930,000",September
2018-09-11,"2,871.57","2,892.52","2,866.78","2,887.89","2,887.89","2,899,660,000",September
2018-09-10,"2,881.39","2,886.93","2,875.94","2,877.13","2,877.13","2,731,400,000",September
2018-09-07,"2,868.26","2,883.81","2,864.12","2,871.68","2,871.68","2,946,270,000",September
2018-09-06,"2,888.64","2,892.05","2,867.29","2,878.05","2,878.05","3,139,590,000",September
2018-09-05,"2,891.59","2,894.21","2,876.92","2,888.60","2,888.60","3,241,250,000",September
2018-09-04,"2,896.96","2,900.18","2,885.13","2,896.72","2,896.72","3,077,060,000",September
2018-08-31,"2,898.37","2,906.32","2,891.73","2,901.52","2,901.52","2,880,260,000",August
2018-08-30,"2,908.94","2,912.46","2,895.22","2,901.13","2,901.13","2,802,180,000",August
2018-08-29,"2,900.62","2,916.50","2,898.40","2,914.04","2,914.04","2,791,860,000",August
2018-08-28,"2,901.45","2,903.77","2,893.50","2,897.52","2,897.52","2,683,190,000",August
2018-08-27,"2,884.69","2,898.25","2,884.69","2,896.74","2,896.74","2,854,080,000",August
2018-08-24,"2,862.35","2,876.16","2,862.35","2,874.69","2,874.69","2,596,190,000",August
2018-08-23,"2,860.29","2,868.78","2,854.03","2,856.98","2,856.98","2,713,910,000",August
2018-08-22,"2,860.99","2,867.54","2,856.05","2,861.82","2,861.82","2,689,560,000",August
2018-08-21,"2,861.51","2,873.23","2,861.32","2,862.96","2,862.96","3,147,140,000",August
2018-08-20,"2,853.93","2,859.76","2,850.62","2,857.05","2,857.05","2,748,020,000",August
2018-08-17,"2,838.32","2,855.63","2,833.73","2,850.13","2,850.13","3,024,100,000",August
2018-08-16,"2,831.44","2,850.49","2,831.44","2,840.69","2,840.69","3,219,880,000",August
2018-08-15,"2,827.95","2,827.95","2,802.49","2,818.37","2,818.37","3,645,070,000",August
2018-08-14,"2,827.88","2,843.11","2,826.58","2,839.96","2,839.96","2,976,970,000",August
2018-08-13,"2,835.46","2,843.40","2,819.88","2,821.93","2,821.93","3,158,450,000",August
2018-08-10,"2,838.90","2,842.20","2,825.81","2,833.28","2,833.28","3,256,040,000",August
2018-08-09,"2,857.19","2,862.48","2,851.98","2,853.58","2,853.58","3,047,050,000",August
2018-08-08,"2,856.79","2,862.44","2,853.09","2,857.70","2,857.70","2,972,200,000",August
2018-08-07,"2,855.92","2,863.43","2,855.92","2,858.45","2,858.45","3,162,770,000",August
2018-08-06,"2,840.29","2,853.29","2,835.98","2,850.40","2,850.40","2,874,540,000",August
2018-08-03,"2,829.62","2,840.38","2,827.37","2,840.35","2,840.35","3,030,390,000",August
2018-08-02,"2,800.48","2,829.91","2,796.34","2,827.22","2,827.22","3,467,380,000",August
2018-08-01,"2,821.17","2,825.83","2,805.85","2,813.36","2,813.36","3,496,990,000",August
2018-07-31,"2,809.73","2,824.46","2,808.06","2,816.29","2,816.29","3,892,100,000",July
2018-07-30,"2,819.00","2,821.74","2,798.11","2,802.60","2,802.60","3,245,770,000",July
2018-07-27,"2,842.35","2,843.17","2,808.34","2,818.82","2,818.82","3,415,710,000",July
2018-07-26,"2,835.49","2,845.57","2,835.26","2,837.44","2,837.44","3,653,330,000",July
2018-07-25,"2,817.73","2,848.03","2,817.73","2,846.07","2,846.07","3,553,010,000",July
2018-07-24,"2,820.68","2,829.99","2,811.12","2,820.40","2,820.40","3,417,530,000",July
2018-07-23,"2,799.17","2,808.61","2,795.14","2,806.98","2,806.98","2,907,430,000",July
2018-07-20,"2,804.55","2,809.70","2,800.01","2,801.83","2,801.83","3,230,210,000",July
2018-07-19,"2,809.37","2,812.05","2,799.77","2,804.49","2,804.49","3,266,700,000",July
2018-07-18,"2,811.35","2,816.76","2,805.89","2,815.62","2,815.62","3,089,780,000",July
2018-07-17,"2,789.34","2,814.19","2,789.24","2,809.55","2,809.55","3,050,730,000",July
2018-07-16,"2,797.36","2,801.19","2,793.39","2,798.43","2,798.43","2,812,230,000",July
2018-07-13,"2,796.93","2,804.53","2,791.69","2,801.31","2,801.31","2,614,000,000",July
2018-07-12,"2,783.14","2,799.22","2,781.53","2,798.29","2,798.29","2,821,690,000",July
2018-07-11,"2,779.82","2,785.91","2,770.77","2,774.02","2,774.02","2,964,740,000",July
2018-07-10,"2,788.56","2,795.58","2,786.24","2,793.84","2,793.84","3,063,850,000",July
2018-07-09,"2,775.62","2,784.65","2,770.73","2,784.17","2,784.17","3,050,040,000",July
2018-07-06,"2,737.68","2,764.41","2,733.52","2,759.82","2,759.82","2,554,780,000",July
2018-07-05,"2,724.19","2,737.83","2,716.02","2,736.61","2,736.61","2,953,420,000",July
2018-07-03,"2,733.27","2,736.58","2,711.16","2,713.22","2,713.22","1,911,470,000",July
2018-07-02,"2,704.95","2,727.26","2,698.95","2,726.71","2,726.71","3,073,650,000",July
2018-06-29,"2,727.13","2,743.26","2,718.03","2,718.37","2,718.37","3,565,620,000",June
2018-06-28,"2,698.69","2,724.34","2,691.99","2,716.31","2,716.31","3,428,140,000",June
2018-06-27,"2,728.45","2,746.09","2,699.38","2,699.63","2,699.63","3,776,090,000",June
2018-06-26,"2,722.12","2,732.91","2,715.60","2,723.06","2,723.06","3,555,090,000",June
2018-06-25,"2,742.94","2,742.94","2,698.67","2,717.07","2,717.07","3,655,080,000",June
2018-06-22,"2,760.79","2,764.17","2,752.68","2,754.88","2,754.88","5,450,550,000",June
2018-06-21,"2,769.28","2,769.28","2,744.39","2,749.76","2,749.76","3,300,060,000",June
2018-06-20,"2,769.73","2,774.86","2,763.91","2,767.32","2,767.32","3,327,600,000",June
2018-06-19,"2,752.01","2,765.05","2,743.19","2,762.59","2,762.59","3,661,470,000",June
2018-06-18,"2,765.79","2,774.99","2,757.12","2,773.75","2,773.75","3,287,150,000",June
2018-06-15,"2,777.78","2,782.81","2,761.73","2,779.66","2,779.66","5,428,790,000",June
2018-06-14,"2,783.21","2,789.06","2,776.52","2,782.49","2,782.49","3,526,890,000",June
2018-06-13,"2,787.94","2,791.47","2,774.65","2,775.63","2,775.63","3,779,230,000",June
2018-06-12,"2,785.60","2,789.80","2,778.78","2,786.85","2,786.85","3,401,010,000",June
2018-06-11,"2,780.18","2,790.21","2,780.17","2,782.00","2,782.00","3,232,330,000",June
2018-06-08,"2,765.84","2,779.39","2,763.59","2,779.03","2,779.03","3,123,210,000",June
2018-06-07,"2,774.84","2,779.90","2,760.16","2,770.37","2,770.37","3,711,330,000",June
2018-06-06,"2,753.25","2,772.39","2,748.46","2,772.35","2,772.35","3,651,640,000",June
2018-06-05,"2,748.46","2,752.61","2,739.51","2,748.80","2,748.80","3,517,790,000",June
2018-06-04,"2,741.67","2,749.16","2,740.54","2,746.87","2,746.87","3,376,510,000",June
2018-06-01,"2,718.70","2,736.93","2,718.70","2,734.62","2,734.62","3,684,130,000",June
2018-05-31,"2,720.98","2,722.50","2,700.68","2,705.27","2,705.27","4,235,370,000",May
2018-05-30,"2,702.43","2,729.34","2,702.43","2,724.01","2,724.01","3,561,050,000",May
2018-05-29,"2,705.11","2,710.67","2,676.81","2,689.86","2,689.86","3,736,890,000",May
2018-05-25,"2,723.60","2,727.36","2,714.99","2,721.33","2,721.33","2,995,260,000",May
2018-05-24,"2,730.94","2,731.97","2,707.38","2,727.76","2,727.76","3,256,030,000",May
2018-05-23,"2,713.98","2,733.33","2,709.54","2,733.29","2,733.29","3,326,290,000",May
2018-05-22,"2,738.34","2,742.24","2,721.88","2,724.44","2,724.44","3,366,310,000",May
2018-05-21,"2,735.39","2,739.19","2,725.70","2,733.01","2,733.01","3,019,890,000",May
2018-05-18,"2,717.35","2,719.50","2,709.18","2,712.97","2,712.97","3,368,690,000",May
2018-05-17,"2,719.71","2,731.96","2,711.36","2,720.13","2,720.13","3,475,400,000",May
2018-05-16,"2,712.62","2,727.76","2,712.17","2,722.46","2,722.46","3,202,670,000",May
2018-05-15,"2,718.59","2,718.59","2,701.91","2,711.45","2,711.45","3,290,680,000",May
2018-05-14,"2,738.47","2,742.10","2,725.47","2,730.13","2,730.13","2,972,660,000",May
2018-05-11,"2,722.70","2,732.86","2,717.45","2,727.72","2,727.72","2,862,700,000",May
2018-05-10,"2,705.02","2,726.11","2,704.54","2,723.07","2,723.07","3,333,050,000",May
2018-05-09,"2,678.12","2,701.27","2,674.14","2,697.79","2,697.79","3,909,500,000",May
2018-05-08,"2,670.26","2,676.34","2,655.20","2,671.92","2,671.92","3,717,570,000",May
2018-05-07,"2,680.34","2,683.35","2,664.70","2,672.63","2,672.63","3,237,960,000",May
2018-05-04,"2,621.45","2,670.93","2,615.32","2,663.42","2,663.42","3,327,220,000",May
2018-05-03,"2,628.08","2,637.14","2,594.62","2,629.73","2,629.73","3,851,470,000",May
2018-05-02,"2,654.24","2,660.87","2,631.70","2,635.67","2,635.67","4,010,770,000",May
2018-05-01,"2,642.96","2,655.27","2,625.41","2,654.80","2,654.80","3,559,850,000",May
2018-04-30,"2,682.51","2,682.87","2,648.04","2,648.05","2,648.05","3,734,530,000",April
2018-04-27,"2,675.47","2,677.35","2,659.01","2,669.91","2,669.91","3,219,030,000",April
2018-04-26,"2,651.65","2,676.48","2,647.16","2,666.94","2,666.94","3,665,720,000",April
2018-04-25,"2,634.92","2,645.30","2,612.67","2,639.40","2,639.40","3,499,440,000",April
2018-04-24,"2,680.80","2,683.55","2,617.32","2,634.56","2,634.56","3,706,740,000",April
2018-04-23,"2,675.40","2,682.86","2,657.99","2,670.29","2,670.29","3,017,480,000",April
2018-04-20,"2,692.56","2,693.94","2,660.61","2,670.14","2,670.14","3,388,590,000",April
2018-04-19,"2,701.16","2,702.84","2,681.90","2,693.13","2,693.13","3,349,370,000",April
2018-04-18,"2,710.11","2,717.49","2,703.63","2,708.64","2,708.64","3,383,410,000",April
2018-04-17,"2,692.74","2,713.34","2,692.05","2,706.39","2,706.39","3,234,360,000",April
2018-04-16,"2,670.10","2,686.49","2,665.16","2,677.84","2,677.84","3,019,700,000",April
2018-04-13,"2,676.90","2,680.26","2,645.05","2,656.30","2,656.30","2,960,910,000",April
2018-04-12,"2,653.83","2,674.72","2,653.83","2,663.99","2,663.99","3,021,320,000",April
2018-04-11,"2,643.89","2,661.43","2,639.25","2,642.19","2,642.19","3,020,760,000",April
2018-04-10,"2,638.41","2,665.45","2,635.78","2,656.87","2,656.87","3,543,930,000",April
2018-04-09,"2,617.18","2,653.55","2,610.79","2,613.16","2,613.16","3,062,960,000",April
2018-04-06,"2,645.82","2,656.88","2,586.27","2,604.47","2,604.47","3,299,700,000",April
2018-04-05,"2,657.36","2,672.08","2,649.58","2,662.84","2,662.84","3,178,970,000",April
2018-04-04,"2,584.04","2,649.86","2,573.61","2,644.69","2,644.69","3,350,340,000",April
2018-04-03,"2,592.17","2,619.14","2,575.49","2,614.45","2,614.45","3,392,810,000",April
2018-04-02,"2,633.45","2,638.30","2,553.80","2,581.88","2,581.88","3,598,520,000",April
2018-03-29,"2,614.41","2,659.07","2,609.72","2,640.87","2,640.87","3,565,990,000",March
2018-03-28,"2,611.30","2,632.65","2,593.06","2,605.00","2,605.00","3,864,500,000",March
2018-03-27,"2,667.57","2,674.78","2,596.12","2,612.62","2,612.62","3,706,350,000",March
2018-03-26,"2,619.35","2,661.36","2,601.81","2,658.55","2,658.55","3,511,100,000",March
2018-03-23,"2,646.71","2,657.67","2,585.89","2,588.26","2,588.26","3,815,080,000",March
2018-03-22,"2,691.36","2,695.68","2,641.59","2,643.69","2,643.69","3,739,800,000",March
2018-03-21,"2,714.99","2,739.14","2,709.79","2,711.93","2,711.93","3,415,510,000",March
2018-03-20,"2,715.05","2,724.22","2,710.05","2,716.94","2,716.94","3,261,030,000",March
2018-03-19,"2,741.38","2,741.38","2,694.59","2,712.92","2,712.92","3,302,130,000",March
2018-03-16,"2,750.57","2,761.85","2,749.97","2,752.01","2,752.01","5,372,340,000",March
2018-03-15,"2,754.27","2,763.03","2,741.47","2,747.33","2,747.33","3,500,330,000",March
2018-03-14,"2,774.06","2,777.11","2,744.38","2,749.48","2,749.48","3,391,360,000",March
2018-03-13,"2,792.31","2,801.90","2,758.68","2,765.31","2,765.31","3,301,650,000",March
2018-03-12,"2,790.54","2,796.98","2,779.26","2,783.02","2,783.02","3,185,020,000",March
2018-03-09,"2,752.91","2,786.57","2,751.54","2,786.57","2,786.57","3,364,100,000",March
2018-03-08,"2,732.75","2,740.45","2,722.65","2,738.97","2,738.97","3,212,320,000",March
2018-03-07,"2,710.18","2,730.60","2,701.74","2,726.80","2,726.80","3,393,270,000",March
2018-03-06,"2,730.18","2,732.08","2,711.26","2,728.12","2,728.12","3,370,690,000",March
2018-03-05,"2,681.06","2,728.09","2,675.75","2,720.94","2,720.94","3,710,810,000",March
2018-03-02,"2,658.89","2,696.25","2,647.32","2,691.25","2,691.25","3,882,450,000",March
2018-03-01,"2,715.22","2,730.89","2,659.65","2,677.67","2,677.67","4,503,970,000",March
2018-02-28,"2,753.78","2,761.52","2,713.54","2,713.83","2,713.83","4,230,660,000",February
2018-02-27,"2,780.45","2,789.15","2,744.22","2,744.28","2,744.28","3,745,080,000",February
2018-02-26,"2,757.37","2,780.64","2,753.78","2,779.60","2,779.60","3,424,650,000",February
2018-02-23,"2,715.80","2,747.76","2,713.74","2,747.30","2,747.30","3,189,190,000",February
2018-02-22,"2,710.42","2,731.26","2,697.77","2,703.96","2,703.96","3,701,270,000",February
2018-02-21,"2,720.53","2,747.75","2,701.29","2,701.33","2,701.33","3,779,400,000",February
2018-02-20,"2,722.99","2,737.60","2,706.76","2,716.26","2,716.26","3,627,610,000",February
2018-02-16,"2,727.14","2,754.42","2,725.11","2,732.22","2,732.22","3,637,460,000",February
2018-02-15,"2,713.46","2,731.51","2,689.82","2,731.20","2,731.20","3,684,910,000",February
2018-02-14,"2,651.21","2,702.10","2,648.87","2,698.63","2,698.63","4,003,740,000",February
2018-02-13,"2,646.27","2,668.84","2,637.08","2,662.94","2,662.94","3,472,870,000",February
2018-02-12,"2,636.75","2,672.61","2,622.45","2,656.00","2,656.00","4,055,790,000",February
2018-02-09,"2,601.78","2,638.67","2,532.69","2,619.55","2,619.55","5,680,070,000",February
2018-02-08,"2,685.01","2,685.27","2,580.56","2,581.00","2,581.00","5,305,440,000",February
2018-02-07,"2,690.95","2,727.67","2,681.33","2,681.66","2,681.66","4,626,570,000",February
2018-02-06,"2,614.78","2,701.04","2,593.07","2,695.14","2,695.14","5,891,660,000",February
2018-02-05,"2,741.06","2,763.39","2,638.17","2,648.94","2,648.94","5,283,460,000",February
2018-02-02,"2,808.92","2,808.92","2,759.97","2,762.13","2,762.13","4,301,130,000",February
2018-02-01,"2,816.45","2,835.96","2,812.70","2,821.98","2,821.98","3,938,450,000",February
2018-01-31,"2,832.41","2,839.26","2,813.04","2,823.81","2,823.81","4,261,280,000",January
2018-01-30,"2,832.74","2,837.75","2,818.27","2,822.43","2,822.43","3,990,650,000",January
2018-01-29,"2,867.23","2,870.62","2,851.48","2,853.53","2,853.53","3,573,830,000",January
2018-01-26,"2,847.48","2,872.87","2,846.18","2,872.87","2,872.87","3,443,230,000",January
2018-01-25,"2,846.24","2,848.56","2,830.94","2,839.25","2,839.25","3,835,150,000",January
2018-01-24,"2,845.42","2,852.97","2,824.81","2,837.54","2,837.54","4,014,070,000",January
2018-01-23,"2,835.05","2,842.24","2,830.59","2,839.13","2,839.13","3,519,650,000",January
2018-01-22,"2,809.16","2,833.03","2,808.12","2,832.97","2,832.97","3,471,780,000",January
2018-01-19,"2,802.60","2,810.33","2,798.08","2,810.30","2,810.30","3,639,430,000",January
2018-01-18,"2,802.40","2,805.83","2,792.56","2,798.03","2,798.03","3,681,470,000",January
2018-01-17,"2,784.99","2,807.04","2,778.38","2,802.56","2,802.56","3,778,050,000",January
2018-01-16,"2,798.96","2,807.54","2,768.64","2,776.42","2,776.42","4,325,970,000",January
2018-01-12,"2,770.18","2,787.85","2,769.64","2,786.24","2,786.24","3,573,970,000",January
2018-01-11,"2,752.97","2,767.56","2,752.78","2,767.56","2,767.56","3,641,320,000",January
2018-01-10,"2,745.55","2,750.80","2,736.06","2,748.23","2,748.23","3,576,350,000",January
2018-01-09,"2,751.15","2,759.14","2,747.86","2,751.29","2,751.29","3,453,480,000",January
2018-01-08,"2,742.67","2,748.51","2,737.60","2,747.71","2,747.71","3,242,650,000",January
2018-01-05,"2,731.33","2,743.45","2,727.92","2,743.15","2,743.15","3,236,620,000",January
2018-01-04,"2,719.31","2,729.29","2,719.07","2,723.99","2,723.99","3,695,260,000",January
2018-01-03,"2,697.85","2,714.37","2,697.77","2,713.06","2,713.06","3,538,660,000",January
2018-01-02,"2,683.73","2,695.89","2,682.36","2,695.81","2,695.81","3,367,250,000",January
